keyword,legal_name,num_uei,cage,physical_address,mailing_address,entity_url,start_date,contact1,contact2,congressional_district,state_country_incorporation,match
Quaxys,"QUAXYS, LLC",N2KZXXV5NPD7,8VFR6,"5405 Tuckerman LN APT 828,Rockville, Maryland,20852-7333, United States","5405 Tuckerman LN APT 828,Rockville, Maryland,20852-7333, United States",,"Nov 20, 2020",Alan Salari,Alan Salari,"Maryland, United States",Maryland 08,0
Kevin Daniels,DANIELS FORESTRY INC,TYDFSPZ7A6L7,9LFL8,"11397 Olson RD,Belle Fourche, South Dakota,57717-6114, United States","11397 Olson RD,Belle Fourche, South Dakota,57717-6114, United States",,"Jun 11, 2013",Kevin Daniels,Kevin Daniels,"South Dakota, United States",South Dakota 00,0
Kevin Daniels,"MINISTERS CONFERENCE EMPOWERMENT CENTER CDC, INC.",GK8WM2J7LBH5,9CMX5,"2118 West Madison Avenue,Baltimore, Maryland,21217-3525, United States","2118 West Madison Avenue,Baltimore, Maryland,21217, United States",,"Sep 22, 2016",Kevin Daniels,Kevin Daniels,"Maryland, United States",Maryland 07,0
Kevin Daniels,KEVIN DANIELS INC,YCUSKBPKUQK6,9DL21,"12413 Bohannon BLVD,Orlando, Florida,32824-6097, United States","150 Maple AVE #134,South Plainfield, New Jersey,07080, United States",https://www.kldusa.com/,"Jan 8, 2013","KEVIN L DANIELS, PRESIDENT","KEVIN L DANIELS, PRESIDENT","New Jersey, United States",Florida 09,0
Kevin Daniels,TWO STOP SOLUTIONS LLC,J791TQ3NYCQ3,7A0A2,"157 Fleet ST Unit 310,Oxon Hill, Maryland,20745-1588, United States","157 Fleet Street #310,Oxon Hill, Maryland,20745, United States",http://www.twostopsolutionsllcgov.com/,"Apr 12, 2012",Kevin Daniels,"Kevin Daniels, CEO","Maryland, United States",Maryland 04,0
Kevin Daniels,"OPEN MINDS THERAPY, LLC",LVLFRXCNYWJ8,(blank),"11 Riptide CT,Frederica, Delaware,19946-2112, United States","11 Riptide CT,Frederica, Delaware,19946-2112, United States",,"Oct 10, 2023","Kevin OMT Daniels, Owner","Kevin Daniels, Owner","Delaware, United States",Delaware 00,0
X-CDi,X-CDI LLC,TZMHT7XZQVT7,9XTW4,"1908 Greenberry RD,Baltimore, Maryland,21209-4539, United States","1908 Greenberry RD,Baltimore, Maryland,21209-4539, United States",https://xcdinnovations.com/,"Sep 26, 2023","David Onime, CEO","Ifeanyichukwu C Ogbonna, CTO","Maryland, United States",Maryland 02,0
TSESSEBE Technologies,"TSESSEBE TECHNOLOGIES, L.L.C.",P659KW2BX517,9H2S3,"19329 Mossbrook CT,Germantown, Maryland,20874-1569, United States","19329 Mossbrook Court,Germantown, Maryland,20874-1569, United States",,"Mar 22, 2022","Nicollette Glasser Maunganidze, Ms.","Nicollette Glasser Maunganidze, Ms.","Maryland, United States",Maryland 06,0
NewCopper LLC,NEWCOPPER LLC,PYQ6FYUU9DF1,(blank),"9308 Cherry Hill RD APT 227,College Park, Maryland,20740-1220, United States","9308 Cherry Hill RD APT 227,College Park, Maryland,20740-1220, United States",,"Nov 16, 2023","Shenqiang Ren, Founder","Shenqiang Ren, Founder","Maryland, United States",Maryland 04,0
Steve Reddick,VOYAGER SOFTWARE LLC,VMKNN6Y3QJ76,8F8F6,"273 Equestrian CIR,Shenandoah Junction, West Virginia,25442-4018, United States","273 Equestrian CIR,Shenandoah Junction, West Virginia,25442-4018, United States",https://voyager-sw.com/,"Dec 1, 2018","Zachary Stauffer, CEO","Elliott Kletter, COO","West Virginia, United States",West Virginia 02,0
"Rhizome, LLC",RHIZOME INSIGHTS LIMITED,PQL6M8EM5FP1,(blank),"2 Old Bath Road,Newbury,RG14 1QL, United Kingdom","2 Old Bath Road,Newbury,RG14 1QL, United Kingdom",,"May 11, 2021","Ian Liddle, Mr","Ian Liddle, Mr","(blank), United Kingdom",Not Applicable,0
"Rhizome, LLC",RHIZOME MEDICAL LLC,L9EKNNKL2329,8MWJ9,"1010 Mud Pie LN,Sacramento, California,95814-0983, United States","1010 Mud Pie LN,Sacramento, California,95814-0983, United States",,"Apr 9, 2020",Phillip Kim,Phillip Kim,"California, United States",California 06,0
"Rhizome, LLC",THE RHIZOME CENTER FOR MIGRANTS,HJDUB76QGP61,(blank),"815 Brazos ST STE 500,Austin, Texas,78701-2509, United States","3403 West T C Jester BLVD #400,Houston, Texas,77018, United States",https://www.rhizomecenter.org/,"Apr 19, 2018",Tran Dang,Tran Dang,"Texas, United States",Texas 37,0
"SmartBridge, Inc.",SMARTBRIDGE INC,MKB1Y6QNVCE7,8HSS3,"400 Cameron STA BLVD STE 323,Alexandria, Virginia,22304-8229, United States","110 Gibbon Street,Alexandria, Virginia,22314, United States",https://www.smartbridgehealth.com/,"Jul 7, 2016",Hua Wang,Hua Wang,"Delaware, United States",Virginia 08,0
Brian Lewis,LEWIS LIFE AND HEALTH AGENCY LLC,JVATEB3BEQ46,944Q4,"5005 Threechopt RD,Newport News, Virginia,23605-1459, United States","5005 Threechopt RD,Newport News, Virginia,23605-1459, United States",https://www.lewislifeandhealth.com/,"Nov 17, 2020",Brian Lewis,Brian Lewis,"Virginia, United States",Virginia 03,0
Brian Lewis,LEWIS BROTHERS INC,SBV8LL4AKML9,30GS7,"4847 Left Fork Maces Creek RD,Viper, Kentucky,41774-8448, United States","4847 Left Fork Maces Creek RD,Viper, Kentucky,41774, United States",,"Sep 28, 2000","Brian Lewis, President",Brian Lewis,"Kentucky, United States",Kentucky 05,0
Brian Lewis,"LEWIS, BRIAN",L5HWEDB9E957,73T31,"205 Oliver DR,Anadarko, Oklahoma,73005-6101, United States","205 Oliver DR,Anadarko, Oklahoma,73005-6101, United States",,"Apr 13, 2012","Brian Lewis, Owner","Brian Lewis, Owner","Oklahoma, United States",Oklahoma 03,0
Brian Lewis,LF BIOENERGY,CXMTRQ9ZZ723,(blank),"2950 N Harwood ST,STE 2200,Dallas, Texas,75201-1628, United States","2950 N Harwood ST.,Suite 2200,Dallas, Texas,75201, United States",,"Oct 19, 2022",Brian Lewis,Brian Lewis,"Delaware, United States",Texas 30,0
Brian Lewis,"SISU OKLAHOMA, LLC",K2HULJ9MRVK1,821T4,"1222 E Washington AVE,Mcalester, Oklahoma,74501-4922, United States","1222 E Washington AVE,Mcalester, Oklahoma,74501-4922, United States",https://www.crossfitmcalester.com/,"Sep 4, 2013",Brian Lewis,Brian Lewis,"Oklahoma, United States",Oklahoma 02,0
GWSchED,"ABVISION, INC.",DNKDTYGS6ZE7,8MQA8,"2600 Faretto LN,Reno, Nevada,89511-4603, United States","2600 Faretto LN,Reno, Nevada,89511, United States",https://www.abvisioninc.com/,"Feb 6, 2018","Archana Gangakhedkar, Business Development Manager","Archana Gangakhedkar, Business Development Manager","Nevada, United States",Nevada 02,0
GWSchED,BIOVISION INC.,CJ7LQL8M1J61,48G35,"155 S Milpitas BLVD,Milpitas, California,95035-5425, United States","155 S. Milpitas BLVE.,Milpitas , California,95035-5425, United States",http://www.biovision.com/,"Apr 12, 1999",Elizabeth HAMILTON,ELIZABETH HAMILTON,"California, United States",California 17,0
JAB,"JAB-TEK, LLC",YT9GFZK4UDJ8,7WC20,"6120 River Shore PKWY,Atlanta, Georgia,30328-3745, United States","6120 Rivershore Parkway,Atlanta, Georgia,30328, United States",https://jab-tek.com/,"Jan 1, 2015","Melissa Jeska, President","Melissa Jeska, President","Georgia, United States",Georgia 06,0
Control Innovations,ELECTRICAL CONTROL INNOVATIONS INC.,ZN3NKGNHERM8,5QDC1,"94-547 Ukee ST,STE 115,Waipahu, Hawaii,96797-4449, United States","P.O.BOX 894080,Mililani, Hawaii,96789-8080, United States",,"Oct 1, 2008","BENJAMIN GAMBOA, President","BENJAMIN GAMBOA, President","Hawaii, United States",Hawaii 01,0
Ashvattha Therapeutics Inc,"ASHVATTHA THERAPEUTICS, LLC",DM55CQJEABE3,7UG21,"303 Twin Dolphin DR STE 600,Redwood City, California,94065-1422, United States","1235 Radio ROAD, Suite 200,Redwood City, California,94065, United States",,"Jul 22, 2015","Jeffrey Cleland, Chairman, CEO & President","Jeffrey Cleland, Chairman, CEO & President","California, United States",California 14,0
Barney's Bee's,"JOHNSON ASSOCIATES SYSTEMS, INC",NR3DMNKSVUZ1,0P616,"900 Route 168 STE F4,Turnersville, New Jersey,08012-3209, United States","900 Route 168, Suite F4,Blackwood, New Jersey,08012-3209, United States",https://www.jasystemsinc.com/,"Jan 1, 1989",Hosea Johnson,Vickie Johnson,"Delaware, United States",New Jersey 01,0
Barney's Bee's,TAIYO INTERIOR,TYJ7LT68WHK8,JS968,"1110-5, Takushi,Urasoe,901-2112, Japan","1110-5, Takushi,Urasoe,901-2112, Japan",,"Jan 25, 1996",NOBUO KYODA,MASARU NISHIME,"(blank), Japan",Not Applicable,0
Barney's Bee's,"CARROLL, ANU K",ETPSS2X2KEC8,61VZ2,"261 Seaman AVE APT F4,New York, New York,10034-6128, United States","261 Seaman AVE APT F4,New York, New York,10034-6128, United States",,"Jun 1, 2002",ANU CARROLL,ANU CARROLL,"New York, United States",New York 13,0
Barney's Bee's,HC PHOTONICS CORP.,CW9ATM3LGA71,SW258,"4F,Keji 5TH RD. No 2,Hsinchu City,300, Taiwan","F4, NO.2, Technology RD. V,Hsinchu Science Park,Hsinchu City,30078, Taiwan",,"Jan 1, 2000","Karin Wu, Director",Kariin Wu,"(blank), Taiwan",Not Applicable,0
SSSS,"LATENT ROBOTICS, INC.",KDD3P4FXLAH5,9EEY1,"102 Meadow Heights Drive,Pittsburgh, Pennsylvania,15215, United States","102 Meadow Heights DR,Pittsburgh, Pennsylvania,15215, United States",,"Aug 2, 2021","George S Darakos, Chief Operating Officer","George S Darakos, Chief Operating Officer","Delaware, United States",Pennsylvania 17,0
NOAA,"STOLER, NOAA",HLS3BA3QM9V6,6WYF6,"30 Blackburne TER,West Orange, New Jersey,07052-3502, United States","30 Blackburne TER,West Orange, New Jersey,07052, United States",,"Jun 11, 2013",Noaa Stoler,Noaa Stoler,"New Jersey, United States",New Jersey 11,0
NOAA,OFFICE OCEANIC ATMOSPHERIC RES,GLNERNM44YH6,1QC55,"120 David L Boren BLVD,Norman, Oklahoma,73072-7268, United States","120 David L. Boren BLVD,Norman, Oklahoma,73072-7268, United States",,"Oct 1, 1970",Dena GROSE,Dean Grose,,Oklahoma 04,0
NOAA,DOC-NOAA,M3QTLCPGDEN9,1DJC8,"4301 Rickenbacker Causeway,Miami, Florida,33149-1026, United States","Us Department Of Commerce/noaa/oar/aoml,4301 Rickenbacker Causeway,Miami, Florida,33149-1026, United States",,"Oct 10, 1970",Robert Kohler,ROBERT KOHLER Kohler,"Florida, United States",Florida 27,0
Henry Hausmann,DEPT OF COMMERCE NOAA/NMFS/OSF,SUSMT8GMEM74,(blank),"1315 EAST-WEST HWY,13TH Floor,Silver Spring, Maryland,20910, United States","3209 Frederic Street,Pascagoula, Mississippi,39567, United States",,"Sep 11, 2024",Patricia Rabideau,Patricia Rabideau,,Maryland 08,0
Henry Hausmann,DEPT OF COMMERCE NOAA SEFSC,VHB5RC2TABD7,9ZK82,"75 Virginia Beach Drive,Key Biscayne, Florida,33149, United States","1305 EAST-WEST Highway SSMC4,Silver Spring, Maryland,20910-3278, United States",,"Jul 18, 2024",LENORA WOODS,Kurt Weilbaecher,,Florida 27,0
Henry Hausmann,NOAA MARYLAND LLC,LX26FUHFR2V5,6M2N9,"5554 Main ST,Williamsville, New York,14221-5406, United States","5554 Main ST,Williamsville, New York,14221-5406, United States",,"Dec 1, 2011",James M Harrigan,James M Harrigan,"Delaware, United States",New York 26,0
MindStand,DIRIGIBLE SYSTEMS INC.,HX7RBTW92324,87F28,"363 Buckingham WAY,Westminster, Maryland,21157-4547, United States","363 Buckingham WAY,Westminster, Maryland,21157-4547, United States",https://dirigible.systems/,"Jan 21, 2020",Julius Knapp,Julius Knapp,"Delaware, United States",Maryland 02,0
"Insight Engineering, Inc.",INSIGHT ENGINEERING PLLC,ELKALBNGHMJ1,88M62,"1818 N Taylor ST # 237,Little Rock, Arkansas,72207-4639, United States","1818 N Taylor ST.,#237,Little Rock, Arkansas,72207, United States",https://www.insightpllc.com/,"Dec 19, 2018","Kimberly C Koch, Founding Principal","Kimberly C Koch, Founding Principal","Arkansas, United States",Arkansas 02,0
"Real World Ready, LLC","INSIGHT ENGINEERING SOLUTIONS, INC.",GL45LVHKF6K4,59GC7,"640 Ravenglass,Townsend, Delaware,19734-2829, United States","640 Ravenglass,Townsend, Delaware,19734-2829, United States",https://www.insighteng.net/,"Oct 22, 2008","Devanand Prasad, CEO",DEVANAND PRASAD,"Delaware, United States",Delaware 00,0
"Real World Ready, LLC","E.B.V. ENGINEERING, INC.",CJ9EGVVGDGJ5,3DKM6,"1801 Mccormick DR STE 450,Largo, Maryland,20774-5326, United States","1801 Mccormick DR.,STE 350,Largo, Maryland,20774-5468, United States",https://www.iengri.com/,"Sep 8, 1991","Antony Vaz, Principal","Alan Tharp, Mr.","California, United States",Maryland 04,0
Lawrencecorp,BRIGITFLEX INC,DKM4JNMQTBQ5,4PQK2,"1725 Fleetwood DR,Elgin, Illinois,60123-7130, United States","1725 Fleetwood DR,Elgin, Illinois,60123-7130, United States",,"Nov 1, 2006","BRIGITTE LAWRENCE lawrence, owner",BRIGITTE LAWRENCE lawrence,"Illinois, United States",Illinois 08,0
Lawrencecorp,TOWNSHIP OF LAWRENCE,KLDUMJVLC6L3,6BYW9,"2207 Lawrence RD,Lawrence Township, New Jersey,08648-3164, United States","2207 Lawrence Road,Lawrence Township, New Jersey,08648-3164, United States",,"Jan 1, 1798","Linda Lutes, Supervisor of Acct",Kevin P. Nerwinski,"(blank), (blank)",New Jersey 03,0
Lawrencecorp,"LAWRENCE MOBILE HOME SERVICE, INC.",NYUTM3ZMPLS8,4R9R7,"303 W New Hope RD,Goldsboro, North Carolina,27534-7469, United States","303 W New Hope Road,Goldsboro, North Carolina,27534-7469, United States",,"Jan 1, 1986",LEATHA Lawrence,LEATHA LAWRENCE Lawrence,"North Carolina, United States",North Carolina 03,0
Lawrencecorp,"ALMETER, LAWRENCE F",MPKFNFBKBVJ6,66QS8,"651 Hickory LN,Waynesville, Ohio,45068-9212, United States","651 Hickory LN,Waynesville, Ohio,45068-9212, United States",,"Nov 1, 2010",Lawrence F Almeter,"Lawrence F Almeter, CEO","Florida, United States",Ohio 01,0
Azita Moalemi,"AMELIA HEART AND VASCULAR CENTER, INC.",LB3PHFBHBMK8,5HWV1,"6136 Brandon AVE,Springfield, Virginia,22150-2610, United States","6136 Brandon AVE,Springfield, Virginia,22150-2610, United States",,"Sep 17, 2007",AZITA MOALEMI,NAGHMEH TEBYANIAN,"Virginia, United States",Virginia 08,0
Cric,CACHE REFUGEE AND IMMIGRANT CONNECTION (CRIC),GLQ4GCNH3DM5,(blank),"1115 N 200 E, STE 130,Logan, Utah,84341-7510, United States","PO Box 4413,Logan, Utah,84323, United States",,"Jun 30, 2014","Lorien Belton, Director of Finance and Operations","Daniel Beus, Executive Director","Utah, United States",Utah 01,0
SAM,SABR TECHNOLOGY LLC,MU17BMLLM3E9,8QWB7,"3324 W Melinda LN,Phoenix, Arizona,85027-2230, United States","3324 W Melinda LN,Phoenix, Arizona,85027-2230, United States",,"Oct 26, 2018","Sam B Ramirez, VP","Sam B Ramirez, VP","Arizona, United States",Arizona 08,0
SAM,"ACE GUIDES, LLC",YJFFYD3CGC29,50RP1,"10305 Globe DR,Ellicott City, Maryland,21042-2147, United States","10305 Globe Drive,Ellicott City, Maryland,21042-2147, United States",http://www.aceguides.com/,"May 13, 2007",Sam Fogle,SAM Fogle,"Maryland, United States",Maryland 03,0
SAM,"PRIORITY 1 LENDING, LLC",EZLQYJ83BQV5,9TQL6,"38701 7 Mile RD STE 290,Livonia, Michigan,48152-1091, United States","38701 7 Mile RD STE 290,Livonia, Michigan,48152, United States",https://priority1lending.com/,"May 29, 2015","Sam Dababneh, President","Sam Dababneh, President","Michigan, United States",Michigan 12,0
SAM,"SILENT PARTNER SECURITY SYSTEMS, INC.",L53QWMCA5BN5,1QPA1,"8356 West Main Street,Marshall, Virginia,20115-3222, United States","8356 West Main Street,Marshall, Virginia,20115-3222, United States",,"Apr 1, 1994","sam rogers, mr","sam rogers, mr","Virginia, United States",Virginia 10,0
TRI-GUARD,"DSS NETWORKS, INC.",KXLDM3UMT6D9,3GRH0,"24462 Redlen ST,Lake Forest, California,92630-3848, United States","24462 Redlen ST,Lake Forest, California,92630-3848, United States",http://www.dssnetworks.com/,"Jul 1, 2000",Sam Svay,Sam Svay,"Nevada, United States",California 45,0
TRI-GUARD,"SOFTWARECENTER, INCORPORATED",RF1MCAHUFJD3,0HF79,"299 Herndon PKWY STE 109,Herndon, Virginia,20170-4481, United States","299 Herndon Parkway,Suite 109,Herndon, Virginia,20170, United States",https://www.softwarecenter.com/,"Nov 1, 1983","SAM TAHMASSIAN, VP","SAM TAHMASSIAN, VP","Virginia, United States",Virginia 11,0
Ready Robotics,"TRI-GUARD RISK SOLUTIONS, LTD",XPF4YU1J4LJ9,6TTL1,"4031 University DR STE 100,Fairfax, Virginia,22030-3400, United States","4031 University DR STE 100,Fairfax, Virginia,22030-3400, United States",,"Oct 24, 2012","Keesha M Crosby, Founder","Keesha M Crosby, Founder","Virginia, United States",Virginia 11,0
"Stocastic, LLC",READY ROBOTICS CORPORATION,FDM4ABXY1FR7,7LUY1,"3600 Eastwood DR,Baltimore, Maryland,21206-6310, United States","3600 Eastwood DR,Baltimore, Maryland,21206-6310, United States",https://ready-robotics.com/,"Apr 5, 2016","Benjamin G Gibbs, Chief Executive Officer","Benjamin G Gibbs, Chief Executive Officer","Delaware, United States",Maryland 03,0
WARIO,MISSOURI EXPRESS TRANSPORTATION SERVICES LLC,SRNUK684AZM4,9VVE8,"3115 Rutger ST,Saint Louis, Missouri,63104-1227, United States","3115 Ritger,St Louis, Missouri,63104, United States",,"Apr 16, 2024","Adam Wario, Director","Adam Wario, Director","Missouri, United States",Missouri 01,0
WARIO,"CENTER FOR RESEARCH AND DEVELOPMENT IN DRYLANDS, KENYAKEN",EFVXP5N5GHV9,(blank),"Center For Research And Development In DRYLANDS, Off Badassa ROAD, Plot No 12, OPP. County Agriculture Offices,Marsabit, Marsabit,60500, Kenya","Off Badassa ROAD, Plot No 12, OPP. County Agriculture Offices MARSABIT, Marsabit 60500,Marsabit,60500, Kenya",https://www.crdd-kenya.org/,"Jan 17, 2019","Qaliti Jillo, ms","Hussein wario, mr","(blank), Kenya",Not Applicable,0
Reglin,"SHOSHONE ESTATES WATER CO., INC.",MUJBYTDD9259,9QZW7,"12460 Gelber AVE,Las Vegas, Nevada,89124-9264, United States","PO Box 35908,Las Vegas, Nevada,89133, United States",,"May 1, 2017","Darcy Reglin, Manager","Darcy Reglin, Manager","Nevada, United States",Nevada 04,0
Reglin,PEOPLE FOR PEOPLE CHARTER SCHOOL INC,H24NKWESA6H5,4E2N6,"800 N Broad ST,Philadelphia, Pennsylvania,19130-2202, United States","800 N Broad Street,Philadelphia, Pennsylvania,19130-2202, United States",,"Mar 13, 2000",Kimberly Hensinger,B. ROBIN Eglin,"(blank), (blank)",Pennsylvania 03,0
"BioBind, Inc.",BIOBIND INC,C1CFE79BEWH6,8GY04,"4620 Henry ST,Oakland, Pennsylvania,15213-3715, United States","4620 Henry ST,Pittsburgh, Pennsylvania,15213-3715, United States",,"Dec 26, 2019",Brian Holt,Brian Holt,"Delaware, United States",Pennsylvania 12,0
OncoGone,"ONCOGONE, INC.",WY1KV61D8K95,9KZC5,"10921 Lamplighter LN,Potomac, Maryland,20854-2782, United States","10921 Lamplighter LN,Potomac, Maryland,20854-2782, United States",,"Apr 9, 2018",Xiaoban Xin,Xiaoban Xin,"Delaware, United States",Maryland 08,0
Impruvon,"IMPRUVON, INC.",M9TJYJM5JAG1,8MGM5,"7206 Kitchen DR,King George, Virginia,22485-5227, United States","7206 Kitchen DR,King George, Virginia,22485-5227, United States",https://www.impruvonhealth.com/,"May 22, 2020","Michael Mazzocco J Mazzocco, Co-Founder","Justin M Amoyal, Co-Founder","Delaware, United States",Virginia 01,0
KinaMark,"KINAMARK, LLC",GC8SLH85K2S5,7QAQ3,"1450 S Rolling RD STE 1-004,Halethorpe, Maryland,21227-3863, United States","1450 S Rolling RD STE 1-004,Halethorpe, Maryland,21227-3863, United States",,"Sep 16, 2015",Charles Bieberich,Charles Bieberich,"Maryland, United States",Maryland 03,0
"Bolston, LLC",MEDICAL EMERGENCY NETWORK LLC,ECU2RJ9KKLG7,9J7V1,"37 Hutchinson ST NE Unit 615,Atlanta, Georgia,30307-4606, United States","1783 Johnson Road NW,APT 4107,Atlanta, Georgia,30318, United States",,"Apr 27, 2022",Delandra Bolston,Delandra Bolston,"Georgia, United States",Georgia 05,0
Genetoo Inc.,GENETOO INC.,L72DWU8DNPX1,80JW3,"9841 Washingtonian BLVD STE 200,Gaithersburg, Maryland,20878-7350, United States","9841 Washingtonian BLVD,#200,Gaithersburg, Maryland,20878-5333, United States",http://www.genetoo.com/,"Mar 28, 2017","Christopher Whitman, CEO","Christopher Whitman, CEO","Delaware, United States",Maryland 06,0
Precision Neuroscopics,PRECISION NEUROSCOPICS INC,D859JD6B6TS6,8WCG4,"4620 Henry ST,Pittsburgh, Pennsylvania,15213-3715, United States","4620 Henry ST,Pittsburgh, Pennsylvania,15213-3715, United States",https://www.precisionneuroscopics.com/,"Dec 16, 2020",Shawn Kelly,Shawn Kelly,"Delaware, United States",Pennsylvania 12,0
Michelle Bailey,"CREATIVE ENGINEERING SOLUTIONS, INC.",EMVEJLTFM6J1,9CRD1,"602 N Capitol AVE STE 200,Indianapolis, Indiana,46204-1365, United States","PO Box 11126,Indianapolis, Indiana,46201, United States",,"Sep 1, 2021","Michelle Bailey, Office Administrator","Michelle Bailey, Office Administrator","Indiana, United States",Indiana 07,0
Michelle Bailey,ME TIME T-TIME LLC,V3QRHPPVW6L5,9LAT2,"W1621 Fox Ridge RD,Keshena, Wisconsin,54135-9313, United States","PO Box 1005,Keshena, Wisconsin,54135-0961, United States",,"Nov 19, 2021",Michelle Bailey,Michelle Bailey,"Wisconsin, United States",Wisconsin 08,0
Michelle Bailey,"PURECOAT INTERNATIONAL, LLC",K8C7RSN4NXL5,0WHR1,"3301 Electronics WAY STE B,West Palm Beach, Florida,33407-4636, United States","3301 Electronics WAY,West Palm Beach, Florida,33407-4636, United States",https://www.purecoat.com/,"Jul 1, 1997","Ronald Keohan, MR",Michelle Bailey,"Florida, United States",Florida 20,0
Michelle Bailey,MBV SOLUTIONS LLC,Y7RDQ3D1CBK5,964P3,"268 Bolton WAY,Vallejo, California,94591-8104, United States","268 Bolton WAY,Vallejo, California,94591-8104, United States",,"Apr 15, 2021",Michelle Bailey-Vaughn,Michelle Bailey-Vaughn,"California, United States",California 05,0
Michelle Bailey,"PARK HEIGHTS COMMUNITY HEALTH ALLIANCE, INC.",RFUFN22AUED2,5XMB1,"4151 Park Heights AVE,Baltimore, Maryland,21215-6730, United States","4151 Park Heights Avenue,Baltimore, Maryland,21215-6730, United States",http://www.phcha.org/,"Jun 1, 1997",Michelle Bailey,MICHELLE BAILEY,"Maryland, United States",Maryland 07,0
Capital eXperience Group,"CAPITAL EXPERIENCE GROUP, LLC",GPC8FCQCHJW5,8H3F8,"4041 34TH ST,Mount Rainier, Maryland,20712-1908, United States","4041 34TH ST,Mount Rainier, Maryland,20712-1908, United States",https://www.capitalexperiencegroup.com/,"Sep 9, 2019","Tonja Pena, CEO","Tonja Pena, CEO","Maryland, United States",Maryland 04,0
Daniel Chapman,MARCH ROOFING LLC,TZZLJJ2LSVK7,9S6F6,"173 W Main ST,Azle, Texas,76020-3117, United States","173 W. Main ST,Suite 5,Azle, Texas,76020-3117, United States",https://www.marchroofing.com/,"Jan 14, 2021","Daniel Chapman, Owner","Daniel Chapman, Owner","Texas, United States",Texas 12,0
Daniel Chapman,"DAKOTA FLUID POWER, INC.",EET5MSRNLTN7,1SGP7,"3409 N Lewis AVE,Sioux Falls, South Dakota,57104-5101, United States","3409 N Lewis AVE,Sioux Falls, South Dakota,57104-7019, United States",http://www.dakotafluidpower.com/,"Oct 4, 1991",DANIEL CHAPMAN,DANIEL CHAPMAN,"South Dakota, United States",South Dakota 00,0
Daniel Chapman,ARCHER FARMS,R5EMCUJPPKL8,71NV3,"112 Archer RD,Dayton, Washington,99328-9642, United States","112 Archer RD,Dayton, Washington,99328-9642, United States",,"Feb 10, 1986","Anne Chapman, Secretary/Treasurer","Daniel Chapman, President","Washington, United States",Washington 05,0
"Creative Strategies, LLC",CREATIVE STRATEGIES FOR CHANGE,ESE5R7HEZ4E3,930Q2,"2900 N Downing ST,STE 1B,Denver, Colorado,80205-4481, United States","2900 N Downing ST Unit 1B,Denver, Colorado,80205-4481, United States",https://www.creativestrategiesforchange.com/,"Feb 21, 2013","Frank Lucero, Director of Development","Frank Lucero, Director of Development","Colorado, United States",Colorado 01,0
"Creative Strategies, LLC","CREATIVE STRATEGIES INTERNATIONAL, LLC",CFH9QS722EU5,7BU07,"1317 Vincent PL,Mc Lean, Virginia,22101-3679, United States","1317 Vincent PL,Mclean, Virginia,22101-3679, United States",,"Nov 10, 2003","Eugene F Augusterfer, CEO","Eugene F Augusterfer, CEO","Virginia, United States",Virginia 08,0
"Creative Strategies, LLC",D&P CREATIVE STRATEGIES LLC,S6LMSJFK2KA6,4DJ15,"6601 Rannoch RD,Bethesda, Maryland,20817-5470, United States","6601 Rannoch RD,Bethesda, Maryland,20817-5470, United States",http://www.dpcreativestrategies.com/,"Jun 4, 2004","INGRID M DURAN, CEO & Founder","CATHERINE M. Pino, CEO & Founder","Maryland, United States",Maryland 08,0
"Creative Strategies, LLC",CREATIVE STRATEGIES MEDIA LLC,XN2DQGKGB5D9,75Q82,"2340 Barbour RD,Falls Church, Virginia,22043-3029, United States","2340 Barbour RD,Falls Church, Virginia,22043-3029, United States",http://creativestrategiesmedia.tv/,"Mar 1, 2011","Dara Padwo-Audick, President","Dara Padwo-Audick, President","Virginia, United States",Virginia 08,0
Brian Jordan,ST CAMILLUS CHURCH,E82WRMTAE6L5,8Y9M9,"1600 Saint Camillus DR,Silver Spring, Maryland,20903-2559, United States","1600 Saint Camillus DR,Silver Spring, Maryland,20903-2559, United States",,"Nov 16, 1951","Brian Jordan, Pastor","Brian Jordan, Pastor","Maryland, United States",Maryland 08,0
Brian Jordan,BRIAN JORDAN,X3BGSK661GQ3,9ZK55,"19261 Nuthatch ST,Perris, California,92570-6520, United States","19261 Nuthatch ST,Perris, California,92570, United States",,"Jan 5, 2005","Kenya Y Jackson Jordan, Operations Manager","Brian E Jordan, Owner/CEO","(blank), (blank)",California 39,0
Brian Jordan,"SENSIBLE SOLUTIONS AND TECHNOLOGIES, INC.",UDL8J6Y9LMJ5,3EJD9,"10830 Guilford RD STE 308,Annapolis Junction, Maryland,20701-1108, United States","10830 Guilford RD STE 308,Annapolis Junction, Maryland,20701-1108, United States",https://www.ssati.com/,"Jan 21, 2003",Mary Leesman-Weeks,Brian JORDAN,"Maryland, United States",Maryland 03,0
Brian Jordan,"HELIX ELECTRIC, INC.",KNUNMBN8T785,0C655,"6795 Flanders DR,San Diego, California,92121-2903, United States","6795 Flanders DR,San Diego, California,92121-2903, United States",http://www.helixelectric.com/,"Oct 4, 1985","Brady G. Hill, Executive Vice President","Brian Jordan, Executive Vice President","California, United States",California 51,0
