keyword,sam_company_name,sam_website,match,sam_physical_address_street,sam_physical_address_city,sam_physical_address_state,sam_physical_address_zipcode,sam_mailing_address_street,sam_mailing_address_city,sam_mailing_address_state,sam_mailing_address_zipcode,sam_incorp_year,sam_contacts,sf_company_name,sf_full_name,sf_street,sf_city,sf_state,sf_country,sf_zipcode,sf_website,sf_incorporation_year,ms_company_name_fuzzy_score,ms_website_fuzzy_score,ms_incorp_year_fuzzy_score,ms_street_fuzzy_score_physical,ms_street_fuzzy_score_mailing,ms_city_fuzzy_score_physical,ms_city_fuzzy_score_mailing,ms_state_fuzzy_score_physical,ms_state_fuzzy_score_mailing,ms_zipcode_fuzzy_score_physical,ms_zipcode_fuzzy_score_mailing,highest_fuzzy_score
NAVAIR,"WISE ENGINEERING CONSULTING, LLC",https://www.wiseengineeringconsulting.com/,0,663 Good Shepherd WAY,Owings,Maryland,20736,663 Good Shepherd WAY,Owings,Maryland,20736,2017,"['michael mehls', 'michael mehls']",NAVAIR,['Patrick Thompson'],,,,United States,,,,15.789473684210531,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Mitre,QENDRA PER MBROJT. MJEDIS. E ZHVILLIM TE QENDRUSHEM,,0,,,,,,,,,2020,"['Ola Mitre', 'Ola Mitre']",Mitre,['Winstonn Tubbs'],,,,United States,,https://www.mitre.org/,,17.85714285714286,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.46153846153846
Mitre,WIRE WORKS EDM INC.,https://wireworksedm.com/,0,2247 S Grand AVE,Santa Ana,California,92705,2247 S Grand AVE,Santa Ana,California,92705,2015,"['Arturo Mitre', 'Arturo Mitre']",Mitre,['Winstonn Tubbs'],,,,United States,,https://www.mitre.org/,,25.0,63.829787234042556,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
LifeGene-Biomarks,LIFEGENE- BIOMARKS INC,,0,1612 AVE Ponce De Leon,San Juan,Puerto Rico,00909,,,,,2009,"['Rafael Guerrero', 'Rafael Guerrero']",LifeGene-Biomarks,['Rafael Guerrero-Preston'],,,,United States,,,,87.17948717948718,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.829787234042556
Mynd,"MYND ANALYTICS, INC.",,0,26522 La Alameda STE 290,Mission Viejo,California,92691,26522 La Alameda STE 290,Mission Viejo,California,92691,2000,"['Vivian Le', 'Stewart Navarre']",Mynd,['Lauren Hoffman'],,,,United States,,,,33.333333333333336,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Mynd,MYND MATCH INCORPORATED,,0,333 S Wabash AVE STE 2700,Chicago,Illinois,60604,,,,,2016,"['Excell Lewis', 'Excell Lewis']",Mynd,['Lauren Hoffman'],,,,United States,,,,29.629629629629626,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Hillary Holmes,HARMONYUS MYND LLC,,0,22850 Westwind DR,Richton Park,Illinois,60471,,,,,2019,"['Dakeda Horton', 'Dakeda Horton']",Hillary Holmes,['Hillary Holmes'],,,,United States,,,,37.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Error Corp.,KREMM ENTERPRISES,http://www.adaptiveoutdoorsman.com/,0,9230 Maxwell WAY,Dublin,Ohio,43017,9230 Maxwell WAY,Dublin,Ohio,43017,2007,"['RENEE Error', 'MICHAEL Error']",Error Corp.,['Dennis Lucarelli'],4405 E West Hwy,Bethesda,Maryland,United States,20814 4522,https://www.linkedin.com/company/error-corp/,2020,28.57142857142857,55.696202531645575,0,45.16129032258065,45.16129032258065,14.28571428571429,14.28571428571429,0.0,0.0,26.66666666666667,26.66666666666667,70.0
Error Corp.,INTERNATIONAL SPHERES LLC,,0,2543 Ravenhill DR STE E,Fayetteville,North Carolina,28303,2543 Ravenhill DR STE E,Fayetteville,North Carolina,28303,2020,"['Samuel Hayes', 'Samuel Hayes']",Error Corp.,['Dennis Lucarelli'],4405 E West Hwy,Bethesda,Maryland,United States,20814 4522,https://www.linkedin.com/company/error-corp/,2020,33.333333333333336,12.765957446808507,0,36.8421052631579,36.8421052631579,30.000000000000004,30.000000000000004,36.36363636363637,36.36363636363637,26.66666666666667,26.66666666666667,100.0
Error Corp.,BFE NACHRICHTENTECHNIK GMBH ZWEIBRÜCKEN,,0,,,,,,,,,1976,"['Stephan Mohr', 'Stephan Mohr']",Error Corp.,['Dennis Lucarelli'],4405 E West Hwy,Bethesda,Maryland,United States,20814 4522,https://www.linkedin.com/company/error-corp/,2020,16.000000000000004,12.765957446808507,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.39393939393939
"X-wave Innovations, Inc",MICHAEL GREAVES ASSOCIATES (B'DOS) INC.,,0,,,,,,,,,2001,"['Dale Stoute', 'Dale Stoute']","X-wave Innovations, Inc",['Dan Xiang'],555 Quince Orchard Rd,Gaithersburg,Maryland,United States,20878 1437,https://www.x-waveinnovations.com/index.html,2009,41.93548387096774,12.765957446808507,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.57534246575342
"X-wave Innovations, Inc","CAPITAINER, INC",https://www.capitainer.com/miqro,0,1224 Greenwich AVE,Warwick,Rhode Island,02886,1224 Greenwich AVE,Warwick,Rhode Island,02886,2023,"['Sam Grossmann', 'Sam Grossmann']","X-wave Innovations, Inc",['Dan Xiang'],555 Quince Orchard Rd,Gaithersburg,Maryland,United States,20878 1437,https://www.x-waveinnovations.com/index.html,2009,52.63157894736843,60.526315789473685,0,25.64102564102564,25.64102564102564,21.052631578947366,21.052631578947366,50.0,50.0,40.0,40.0,74.28571428571429
Dost,"MITIGATION RESOURCES, LLC",,0,302 Mohawk RD,Clermont,Florida,34715,,,,,2001,"['Elizabeth Dost', 'Elizabeth Dost']",Dost,['Aniket Bera'],,,,United States,,,,13.793103448275868,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
"ReVacc, Inc.","SHUKER, NAN R",,0,5220 Loughboro RD NW,Washington,District Of Columbia,20016,5220 Loughboro RD NW,Washington,District Of Columbia,20016,2004,"['Nan Shuker', 'Nan Shuker']","ReVacc, Inc.",['Yimeng Wang'],,,,United States,,,,31.999999999999996,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
"ReVacc, Inc.",KIDS IN FOCUS,,0,4455 E Camelback RD STE A215,Phoenix,Arizona,85018,,,,,2014,"['Nan McCoy', 'Nan McCoy']","ReVacc, Inc.",['Yimeng Wang'],,,,United States,,,,31.999999999999996,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
Carnegie Mellon University,CHABAD OF CARNEGIE MELLON UNIVERSITY INC,https://www.chabadofcmu.com/,0,5120 Beeler ST,Pittsburgh,Pennsylvania,15217,5120 Beeler ST,Pittsburgh,Pennsylvania,15217,2009,"['Shlomo Silverman', 'Shlomo Silverman']",Carnegie Mellon University,['Shashank Sripad'],,,,United States,,,,78.78787878787878,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Carnegie Mellon University,CARNEGIE MELLON UNIVERSITY,https://sei.cmu.edu/,0,4301 Wilson BLVD STE 200,Arlington,Virginia,22203,5000 Forbes AVE,Pittsburgh,Pennsylvania,15213,1996,"['Michael Wright', 'Michael Wright']",Carnegie Mellon University,['Shashank Sripad'],,,,United States,,,,100.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Carnegie Mellon University,CARNEGIE MELLON UNIVERSITY,http://www.cmu.edu/,0,,,,,5000 Forbes AVE,Pittsburgh,Pennsylvania,15213,1900,"['Kristen Bridges', 'Julia Dzurino']",Carnegie Mellon University,['Shashank Sripad'],,,,United States,,,,100.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Carnegie Mellon University,CARNEGIE MELLON UNIVERSITY,,0,5000 Forbes AVE,Pittsburgh,Pennsylvania,15213,5000 Forbes Avenue,Pittsburgh,Pennsylvania,15213,1990,"['Kristen Jackson', 'Christine Bedillion']",Carnegie Mellon University,['Shashank Sripad'],,,,United States,,,,100.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
BSS Technologies Inc.,BSS TECHNOLOGIES INC,,0,7307 Baltimore AVE,Takoma Park,Maryland,20912,7307 Baltimore AVE,Takoma Park,Maryland,20912,2016,"['William Sandberg', 'William Sandberg']",BSS Technologies Inc.,['William Sandberg'],,,,United States,,,,97.5609756097561,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Sanchez Engineering Services,"SANCHEZ ENGINEERING SERVICES, LLC",https://www.sesbimcoordination.com/,0,1028 Baldwin Cove WAY,Orlando,Florida,32803,1028 Baldwin Cove WAY,Orlando,Florida,32803,2017,"['Danny Sanchez', 'Danny Sanchez']",Sanchez Engineering Services,['Michael Sanchez'],,,,United States,,https://www.sanchezeng.com/,,91.80327868852459,64.51612903225806,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
PZA innovation LLC,"BARTER BLACK, LLC",https://www.ibarterblack.com/,0,10127 Prince PL APT 201,Upper Marlboro,Maryland,20774,,,,,2021,"['Nicole Murphy', 'Nicole Murphy']",PZA innovation LLC,['Wanliang Shi'],403 Far Hills Ct,Towson,Maryland,United States,21286-7319,https://pzainnovation.com,2020,40.0,55.55555555555556,0,35.89743589743589,0.0,19.999999999999996,0.0,100.0,0.0,26.66666666666667,0.0,100.0
Time Systems LLC,"SALE TIME SYSTEMS, LLC",https://www.saletimesystems.com/,0,6877 E 12500 N,Spring City,Utah,84662,,,,,2017,"['Adam Inglish', 'Adam Inglish']",Time Systems LLC,['Lonnie Bellamy'],3756 Stonewall Manor Dr,Triangle,Virginia,United States,22172 1400,,2005,84.21052631578947,0.0,0,27.027027027027028,0.0,42.10526315789473,0.0,16.666666666666664,0.0,13.33333333333333,0.0,77.96610169491525
Renalert,RENALERT LLC,,0,,,,,,,,,2016,"['Aaron Chang', 'Aaron Chang']",Renalert,['Aaron Chang'],101 W Dickman St Ste 900,Baltimore,Maryland,United States,21230-5025,https://www.renalert.co/,2016,80.0,14.814814814814813,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.72727272727273
ARL,"PENNSYLVANIA STATE UNIVERSITY, THE",,0,225 Science Park RD,State College,Pennsylvania,16803,225 Science Park RD,State College,Pennsylvania,16803,1945,"['James Dromazos', 'Melissa Etters']",ARL,['Max Sandler'],,,,United States,,,,10.81081081081081,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
ARL,ARL INSURANCE AGENCY LLC,http://arlinsureall.com/,0,6071 Santa Maria DR,Winston Salem,North Carolina,27106,6071 Santa Maria DR,Winston Salem,North Carolina,27106,2020,"['Anthanette Petree', 'Anthanette Petree']",ARL,['Max Sandler'],,,,United States,,,,22.22222222222222,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
ComSol Inc.,"818 SOLUTIONS, LLC",,0,31411 Sandpiper Creek DR,Hockley,Texas,77447,,,,,2021,"['Jason Fortenberry', 'Jason Fortenberry']",ComSol Inc.,['John Sims'],,,,United States,,,,41.379310344827594,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0
ComSol Inc.,"COMSOL, INC.",http://www.comsol.com/,0,100 District AVE,Burlington,Massachusetts,01803,100 District Avenue,Burlington,Massachusetts,01803,1999,"['Susanne Kimball', 'Marci Baker']",ComSol Inc.,['John Sims'],,,,United States,,,,95.65217391304348,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.65217391304348
SMAART,"SMAART MEDICAL SYSTEMS, INC.",,0,,,,,,,,,2003,"['KIM Terry', 'PETER Foster']",SMAART,['Supriya Munshaw'],,,,United States,,,,35.29411764705882,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.51724137931035
SMAART,SMAART LLC,https://www.smaartcompany.com/,0,2319 N Andrews AVE,Fort Lauderdale,Florida,33311,2319 N Andrews AVE,Fort Lauderdale,Florida,33311,2018,"['Ray Dominguez', 'Gustavo Gonzalez']",SMAART,['Supriya Munshaw'],,,,United States,,,,75.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
SMAART,SMAART ENTERPRISES INC,http://www.brainerdrental.com/,0,15248 State Highway 371,Brainerd,Minnesota,56401,15248 State HWY 371,Baxter,Minnesota,56401,2002,"['STEVE MAU', 'Connie Kaz']",SMAART,['Supriya Munshaw'],,,,United States,,,,42.85714285714286,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.07407407407408
SMAART,SMAART POWER LLC,,0,24301 Rhona DR,Laguna Niguel,California,92677,24301 Rhona DR,Laguna Niguel,California,92677,2020,"['Sanaz Sharafkhanian', 'Sanaz Sharafkhanian']",SMAART,['Supriya Munshaw'],,,,United States,,,,54.54545454545454,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
SMAART,SMAART MANAGEMENT AND CONSULTING LLC,,0,2405 Taylor LN,Pearland,Texas,77581,2405 Taylor LN,Pearland,Texas,77581,2023,"['Carolyn Guilory', 'Carolyn Guilory']",SMAART,['Supriya Munshaw'],,,,United States,,,,28.57142857142857,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.1578947368421
Kestrel,KESTREL CONCEPTS DESIGN STUDIO,https://kestrel-concepts.com/,0,19042 Cajon BLVD,San Bernardino,California,92407,19042 Cajon BLVD,San Bernardino,California,92407,2013,"['Charles Kassing', 'Charles Kassing']",Kestrel,['Aaron Trowbridge'],,,,United States,,,,37.83783783783784,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Kestrel,PONCA CITY ART CTR.,https://www.pcarts.org/,0,400 E Central AVE STE 500,Ponca City,Oklahoma,74601,400 E Central AVE STE 500,Ponca City,Oklahoma,74601,1953,"['Kestrel Tinklenberg', 'Terron Liles']",Kestrel,['Aaron Trowbridge'],,,,United States,,,,15.384615384615385,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0
Kestrel,LANGEN PACKAGING INC,,0,,,,,,,,,1996,"['Doreen Tanti', 'DOREEN Tanti']",Kestrel,['Aaron Trowbridge'],,,,United States,,,,7.4074074074074066,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.25
Kestrel,"GHORZANG, RONA",,0,5282 Kestrel Crossing DR,Alexandria,Virginia,22312,5282 Kestrel Crossing DR,Alexandria,Virginia,22312,2006,"['RONA GHORZANG', 'RONA GHORZANG']",Kestrel,['Aaron Trowbridge'],,,,United States,,,,9.523809523809524,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
"ScienceCast, Inc.","SCIENCECAST, INC.",https://www.sciencecast.org/,0,16 Willow AVE,Towson,Maryland,21286,16 Willow AVE,Towson,Maryland,21286,2022,"['Andrew Jiranek', 'Andrew Jiranek']","ScienceCast, Inc.",['Victor Galitski'],16 Willow Avenue,Towson,Maryland,United States,21286,,,100.0,0.0,0,89.65517241379311,89.65517241379311,100.0,100.0,100.0,100.0,100.0,100.0,100.0
MFC,MGH FAMILY HEALTH CENTER,https://mfc-health.org/,0,2201 S Getty ST,Muskegon,Michigan,49444,2201 S Getty ST,Muskegon,Michigan,49444,1994,"['Coy Boroff', 'Tracy McDaniel']",MFC,['Deepthi M Rao'],,,,United States,,,,22.22222222222222,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0
MFC,MFC LAWNCARE LLC,https://mfc-lawncare.business.site/,0,1851 Emmaus RD,Zephyr,Texas,76890,1851 Emmaus RD,Zephyr,Texas,76890,2021,"['Jason Reiger', 'Jason Reiger']",MFC,['Deepthi M Rao'],,,,United States,,,,31.57894736842105,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.06451612903225
MFC,PROBUS TEST SYSTEMS INC,,0,,,,,,,,,1997,"['Doug Losche', 'MANUEL FUENTES']",MFC,['Deepthi M Rao'],,,,United States,,,,15.384615384615385,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.53846153846154
MFC,MFC ROADSIDE ASSISTANCE LLC,https://www.mfcroadsideassistance.com/,0,,,,,,,,,2015,"['Miguel Cavazos', 'Miguel Cavazos']",MFC,['Deepthi M Rao'],,,,United States,,,,19.999999999999996,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0
TeleCenter,TELECENTER,,0,15340 Stillfield Court,Centreville,Virginia,20120,15340 Stillfield Court,Centreville,Virginia,20120,2008,"['MARC NEWMAN', 'MARC NEWMAN']",TeleCenter,['Marc Newman'],,,,United States,,,,100.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Delta Z,"DELTA Z, LLC",,0,,,,,,,,,2022,"['Ariana Joy', 'Ariana Joy']",Delta Z,['Ariana DeCastro'],,,,United States,,,,73.6842105263158,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.53846153846154
Quaxys,"QUAXYS, LLC",,0,5405 Tuckerman LN APT 828,Rockville,Maryland,20852,5405 Tuckerman LN APT 828,Rockville,Maryland,20852,2020,"['Alan Salari', 'Alan Salari']",Quaxys,['Alan Salari'],5405 Tuckerman Ln,Rockville,Maryland,United States,20852 7333,https://quaxys.com,2020,70.58823529411764,9.523809523809524,0,80.95238095238095,80.95238095238095,100.0,100.0,100.0,100.0,66.66666666666667,66.66666666666667,100.0
Kevin Daniels,DANIELS FORESTRY INC,,0,11397 Olson RD,Belle Fourche,South Dakota,57717,11397 Olson RD,Belle Fourche,South Dakota,57717,2013,"['Kevin Daniels', 'Kevin Daniels']",Kevin Daniels,['Kevin Daniels'],,,,United States,,,,42.42424242424242,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
Kevin Daniels,"MINISTERS CONFERENCE EMPOWERMENT CENTER CDC, INC.",,0,2118 West Madison Avenue,Baltimore,Maryland,21217,2118 West Madison Avenue,Baltimore,Maryland,21217,2016,"['Kevin Daniels', 'Kevin Daniels']",Kevin Daniels,['Kevin Daniels'],,,,United States,,,,16.129032258064512,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Kevin Daniels,KEVIN DANIELS INC,https://www.kldusa.com/,0,12413 Bohannon BLVD,Orlando,Florida,32824,,,,,2013,"['KEVIN DANIELS', 'KEVIN DANIELS']",Kevin Daniels,['Kevin Daniels'],,,,United States,,,,86.66666666666667,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Kevin Daniels,TWO STOP SOLUTIONS LLC,http://www.twostopsolutionsllcgov.com/,0,157 Fleet ST Unit 310,Oxon Hill,Maryland,20745,,,,,2012,"['Kevin Daniels', 'Kevin Daniels']",Kevin Daniels,['Kevin Daniels'],,,,United States,,,,22.857142857142854,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Kevin Daniels,"OPEN MINDS THERAPY, LLC",,0,11 Riptide CT,Frederica,Delaware,19946,11 Riptide CT,Frederica,Delaware,19946,2023,"['Kevin OMT', 'Kevin Daniels']",Kevin Daniels,['Kevin Daniels'],,,,United States,,,,33.333333333333336,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
X-CDi,X-CDI LLC,https://xcdinnovations.com/,0,1908 Greenberry RD,Baltimore,Maryland,21209,1908 Greenberry RD,Baltimore,Maryland,21209,2023,"['David Onime', 'Ifeanyichukwu Ogbonna']",X-CDi,['Ifeanyichukwu Ogbonna'],,,,United States,,,,71.42857142857143,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
TSESSEBE Technologies,"TSESSEBE TECHNOLOGIES, L.L.C.",,0,19329 Mossbrook CT,Germantown,Maryland,20874,19329 Mossbrook Court,Germantown,Maryland,20874,2022,"['Nicollette Glasser', 'Nicollette Glasser']",TSESSEBE Technologies,['Nicollette Glasser Maunganidze'],,,,United States,,,,84.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
NewCopper LLC,NEWCOPPER LLC,,0,9308 Cherry Hill RD APT 227,College Park,Maryland,20740,9308 Cherry Hill RD APT 227,College Park,Maryland,20740,2023,"['Shenqiang Ren', 'Shenqiang Ren']",NewCopper LLC,['Shenqiang Ren'],,,,United States,,,,100.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Steve Reddick,VOYAGER SOFTWARE LLC,https://voyager-sw.com/,0,273 Equestrian CIR,Shenandoah Junction,West Virginia,25442,273 Equestrian CIR,Shenandoah Junction,West Virginia,25442,2018,"['Zachary Stauffer', 'Elliott Kletter']",Steve Reddick,['Steve Reddick'],,,,United States,,,,36.36363636363637,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
"Rhizome, LLC",RHIZOME INSIGHTS LIMITED,,0,,,,,,,,,2021,"['Ian Liddle', 'Ian Liddle']","Rhizome, LLC",['Aubrey Villalobos'],311 N St Sw,Washington,District of Columbia,United States,20024-2903,https://consultrhizome.com,2019,50.0,6.896551724137934,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
"Rhizome, LLC",RHIZOME MEDICAL LLC,,0,1010 Mud Pie LN,Sacramento,California,95814,1010 Mud Pie LN,Sacramento,California,95814,2020,"['Phillip Kim', 'Phillip Kim']","Rhizome, LLC",['Aubrey Villalobos'],311 N St Sw,Washington,District of Columbia,United States,20024-2903,https://consultrhizome.com,2019,70.96774193548387,6.896551724137934,0,38.46153846153846,38.46153846153846,40.0,40.0,33.333333333333336,33.333333333333336,13.33333333333333,13.33333333333333,100.0
"Rhizome, LLC",THE RHIZOME CENTER FOR MIGRANTS,https://www.rhizomecenter.org/,0,815 Brazos ST STE 500,Austin,Texas,78701,,,,,2018,"['Tran Dang', 'Tran Dang']","Rhizome, LLC",['Aubrey Villalobos'],311 N St Sw,Washington,District of Columbia,United States,20024-2903,https://consultrhizome.com,2019,41.860465116279066,60.71428571428572,0,43.75,0.0,50.0,0.0,16.000000000000004,0.0,13.33333333333333,0.0,80.0
"SmartBridge, Inc.",SMARTBRIDGE INC,https://www.smartbridgehealth.com/,0,400 Cameron STA BLVD STE 323,Alexandria,Virginia,22304,110 Gibbon Street,Alexandria,Virginia,22314,2016,"['Hua Wang', 'Hua Wang']","SmartBridge, Inc.",['Hua Wang'],400 Cameron Station Blvd,Alexandria,Virginia,United States,22304-8218,https://www.smartbridgehealth.com/,,93.75,100.0,0,76.92307692307692,39.02439024390244,100.0,100.0,100.0,100.0,66.66666666666667,53.333333333333336,100.0
Brian Lewis,LEWIS LIFE AND HEALTH AGENCY LLC,https://www.lewislifeandhealth.com/,0,5005 Threechopt RD,Newport News,Virginia,23605,5005 Threechopt RD,Newport News,Virginia,23605,2020,"['Brian Lewis', 'Brian Lewis']",Brian Lewis,['Jacintha Wadlington'],,,,United States,,,,27.906976744186053,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Brian Lewis,LEWIS BROTHERS INC,,0,4847 Left Fork Maces Creek RD,Viper,Kentucky,41774,4847 Left Fork Maces Creek RD,Viper,Kentucky,41774,2000,"['Brian Lewis', 'Brian Lewis']",Brian Lewis,['Jacintha Wadlington'],,,,United States,,,,34.48275862068966,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
Brian Lewis,"LEWIS, BRIAN",,0,205 Oliver DR,Anadarko,Oklahoma,73005,205 Oliver DR,Anadarko,Oklahoma,73005,2012,"['Brian Lewis', 'Brian Lewis']",Brian Lewis,['Jacintha Wadlington'],,,,United States,,,,43.47826086956522,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
Brian Lewis,LF BIOENERGY,,0,,,,,,,,,2022,"['Brian Lewis', 'Brian Lewis']",Brian Lewis,['Jacintha Wadlington'],,,,United States,,,,34.78260869565217,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.63636363636363
Brian Lewis,"SISU OKLAHOMA, LLC",https://www.crossfitmcalester.com/,0,1222 E Washington AVE,Mcalester,Oklahoma,74501,1222 E Washington AVE,Mcalester,Oklahoma,74501,2013,"['Brian Lewis', 'Brian Lewis']",Brian Lewis,['Jacintha Wadlington'],,,,United States,,,,27.586206896551722,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.01587301587303
GWSchED,"ABVISION, INC.",https://www.abvisioninc.com/,0,2600 Faretto LN,Reno,Nevada,89511,2600 Faretto LN,Reno,Nevada,89511,2018,"['Archana Gangakhedkar', 'Archana Gangakhedkar']",GWSchED,['Hernan Abeledo'],,,,United States,,,,19.047619047619047,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.14285714285714
GWSchED,BIOVISION INC.,http://www.biovision.com/,0,155 S Milpitas BLVD,Milpitas,California,95035,,,,,1999,"['Elizabeth HAMILTON', 'ELIZABETH HAMILTON']",GWSchED,['Hernan Abeledo'],,,,United States,,,,19.047619047619047,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
JAB,"JAB-TEK, LLC",https://jab-tek.com/,0,6120 River Shore PKWY,Atlanta,Georgia,30328,6120 Rivershore Parkway,Atlanta,Georgia,30328,2015,"['Melissa Jeska', 'Melissa Jeska']",JAB,['Josh Akman'],,,,United States,,,,40.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Control Innovations,ELECTRICAL CONTROL INNOVATIONS INC.,,0,,,,,,,,,2008,"['BENJAMIN GAMBOA', 'BENJAMIN GAMBOA']",Control Innovations,['Andrew Poush'],,,,United States,,,,70.37037037037037,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.625
Ashvattha Therapeutics Inc,"ASHVATTHA THERAPEUTICS, LLC",,0,303 Twin Dolphin DR STE 600,Redwood City,California,94065,,,,,2015,"['Jeffrey Cleland', 'Jeffrey Cleland']",Ashvattha Therapeutics Inc,['Kannan Rangaramanujam'],1812 Ashland Ave Ste 100,Baltimore,Maryland,United States,21205-1546,https://avttx.com,,90.56603773584906,9.999999999999998,0,43.13725490196079,0.0,19.047619047619047,0.0,33.333333333333336,0.0,26.66666666666667,0.0,100.0
Barney's Bee's,"JOHNSON ASSOCIATES SYSTEMS, INC",https://www.jasystemsinc.com/,0,900 Route 168 STE F4,Turnersville,New Jersey,08012,,,,,1989,"['Hosea Johnson', 'Vickie Johnson']",Barney's Bee's,['Thomas Ryan Barnett'],,,,United States,,,,26.66666666666667,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.36363636363637
Barney's Bee's,TAIYO INTERIOR,,0,,,,,,,,,1996,"['NOBUO KYODA', 'MASARU NISHIME']",Barney's Bee's,['Thomas Ryan Barnett'],,,,United States,,,,28.57142857142857,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.484848484848484
Barney's Bee's,"CARROLL, ANU K",,0,261 Seaman AVE APT F4,New York,New York,10034,261 Seaman AVE APT F4,New York,New York,10034,2002,"['ANU CARROLL', 'ANU CARROLL']",Barney's Bee's,['Thomas Ryan Barnett'],,,,United States,,,,28.57142857142857,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
