company,companyPbId,dealPbId,dealDate,dealSize,dealSizeStatus,investors,dealType,dealSynopsis
InventWood,434265-94,218708-20T,01-Jan-2021,0.50,Actual,U.S. Department of Energy,Grant,"The company received $500,000 of grant funding from U.S. Department of Energy in 2021."
InventWood,434265-94,218710-18T,22-Nov-2022,20.00,Actual,U.S. Department of Energy,Grant,"The company received $20 million of grant funding from U.S. Department of Energy on November 22, 2022. The funds will be used for a pilot production facility capable of producing one million square feet of MettleWood boards per year."
InventWood,434265-94,239266-90T,31-Dec-2017,0.10,Actual,United States Department of Agriculture,Grant,"The company received $100,000 of grant funding from the Department Of Agriculture in 2017."
InventWood,434265-94,240552-73T,31-Dec-2021,3.25,Actual,U.S. Department of Energy,Grant,"The company received 3 grants totalling $3,250,000 in funding from the Department Of Energy in 2021."
InventWood,434265-94,261207-28T,,,,Cool Climate Collective,Accelerator/Incubator,The company joined Cool Climate Collective on an unknown date.
InventWood,434265-94,261208-27T,01-Jan-2021,,,IMPEL Program,Accelerator/Incubator,The company joined IMPEL Program as part of cohort 2021.
InventWood,434265-94,261209-89T,,,,Greentown Labs,Accelerator/Incubator,The company joined Greentown Labs on an undisclosed date.
InventWood,434265-94,261211-60T,,,,University of Maryland,Accelerator/Incubator,The company joined the University of Maryland on an unknown date.
InventWood,434265-94,264830-32T,08-Aug-2024,8.00,,"Builders Vision, Echelon Capital (Evanston), Impact Assets, JLL Foundation, John Rockwell",Later Stage VC,"The company raised $8 million of venture funding from Echelon Capital, John Rockwell and ImpactAssets on August 8, 2024. Builders Vision and other undisclosed investors also participated in the round. A part of the funding was raised in the form of SAFE notes which subsequently got converted into equity. The funds will be used for the company's commercial launch in early 2025. JLL Foundation also participated in this round."
InventWood,434265-94,276893-11T,01-Jan-2020,,,Maryland Energy Innovation Accelerator,Accelerator/Incubator,The company joined Maryland Energy Innovation Accelerator in 2020. No equity or funding was exchanged as a result of this program.
Ion Storage Systems,277274-44,121097-26T,10-Jul-2019,8.00,Actual,"Alsop Louie Partners (Mark Fields), UM Ventures, VoLo Earth Ventures",Seed Round,"The company raised $8 million of Seed funding in a deal led by Alsop Louie Partners on July 10, 2019, putting the company's pre-money valuation at $10 million. UM Ventures and VoLo Earth Ventures also participated in the round. The funds will be used to begin manufacturing of solid state batteries."
Ion Storage Systems,277274-44,188162-29T,09-Jun-2022,30.00,Actual,"Alsop Louie Partners (Mark Fields), Alumni Ventures (David Beazley), Bangchak Corporation (BKK: BCP), Clear Creek Investments (Todd Crescenzo), Climate Capital, GAIN Commercial Real Estate, Tenaska, Toyota Ventures (Lisa Coca), University of Maryland Medical Center, Uush Capital, VoLo Earth Ventures (Joseph Goodman), Z2Sixty Ventures",Later Stage VC,"The company raised $30 million through a combination of Series A-1 and Series A-2 venture funding in a deal led by Alsop Louie Partners, Clear Creek Investments and VoLo Earth Ventures on June 9, 2022, putting the company's pre-money valuation at $60 million. Toyota Ventures, Bangchak Corporation, University of Maryland Medical Center, Uush Capital, Z2Sixty Ventures, Climate Capital, Alumni Ventures, Tenaska and Gaintech Capital also participated in the round. The funds will be used to expand its facility at its Beltsville, MD headquarters to commission and qualify a battery cell manufacturing line capable of producing 10MWh/yr of next-generation solid-state batteries."
Ion Storage Systems,277274-44,247601-26T,01-Jul-2024,15.00,Actual,"Alumni Ventures (David Beazley), Saint-Gobain (PAR: SGO) (Basma Kharrat), TEDCO (Katherine Hill Ritchie)",Later Stage VC,"The company raised $15 million of Series A3 venture funding from Saint-Gobain, Alumni Ventures and TEDCO on July 1, 2024, putting the company's pre-money valuation at $155 million. The funds will be used to expand innovation in essential battery technologies."
Ion Storage Systems,277274-44,250119-01T,10-Jul-2023,0.20,Actual,U.S. Department of Energy,Grant,"The company received $200,000 of grant funding from U.S. Department of Energy as a part of SBIR Phase I program on July 10, 2023."
Ion Storage Systems,277274-44,277473-34T,13-Nov-2024,10.00,Actual,,Debt - General,"The company raised $10 million of debt financing on November 13, 2024. The funds will be used for growth purposes."
Jay's Watermelonade,607330-00,265235-50T,08-May-2024,0.01,Actual,"University of Maryland, Baltimore",Grant,"The company received $ 5,000 of grant funding from University of Maryland and Baltimore on May 8, 2024."
Journiy,551334-07,288575-29T,01-Jul-2024,,,Startup Shell,Accelerator/Incubator,The company joined Startup Shell on in July 2024. No equity or funding was exchanged as a result of this program.
JuneBrain,265688-56,116829-73T,15-Jun-2018,0.23,Actual,National Science Foundation,Grant,"The company received $225,000 of grant funding from National Science Foundation on June 15, 2018."
JuneBrain,265688-56,139584-88T,01-Jun-2020,0.05,Actual,"Biohealth Innovation, TEDCO",Seed Round,"The company raised $50,000 of Seed-1 funding from Biohealth Innovation, TEDCO, and other undisclosed investors on June 1, 2020, putting the company's pre-money valuation at $950,001."
JuneBrain,265688-56,165053-53T,19-May-2020,0.05,Actual,AlphaLab Gear,Grant,"The company received $50,000 of prize money from AlphaLab Gear on May 19, 2020."
JuneBrain,265688-56,165053-98T,01-Jan-2018,,,AccelerateDC,Accelerator/Incubator,The company joined AccelerateDC in 2018.
JuneBrain,265688-56,170850-88T,17-Feb-2021,0.10,Actual,"AccelerateDC, AlphaLab Health, Innovation Works (Richard Lunak)",Accelerator/Incubator,"The company joined AlphaLab Health as part of Cohort 1 on February 17, 2021 and received $100,000 in seed funding in the form of convertible debt. Concurrently, Innovation Works invested in the company."
JuneBrain,265688-56,176040-01T,12-Jul-2021,1.50,Actual,National Science Foundation,Grant,"The company received $1 million of grant funding from National Science Foundation on July 12, 2021."
JuneBrain,265688-56,176040-37T,01-Jan-2019,0.03,Actual,National Science Foundation,Accelerator/Incubator,"The company joined National Science Foundation as a part of its National I-Corps customer discovery program in January 2019 and received $25,000 in funding."
JuneBrain,265688-56,205003-00T,05-Mar-2023,0.08,Actual,,Equity Crowdfunding,"The company raised $77,980 of equity crowdfunding via Republic on March 5, 2023. The amount was originally raised in the form of SAFE notes and subsequently converted into equity."
JuneBrain,265688-56,205004-44T,15-May-2023,0.09,Actual,Maryland Industrial Partnerships,Grant,"The company received $90,000 of grant funding from Maryland Industrial Partnerships on June 15, 2023."
JuneBrain,265688-56,216481-06T,,,,,Secondary Transaction - Private,AccelerateDC sold a stake in the company to an undisclosed buyer.
JuneBrain,265688-56,224652-25T,01-Jan-2020,,,Springboard Enterprises,Accelerator/Incubator,The company joined Springboard Enterprises in January 2020.
JuneBrain,265688-56,228569-68T,14-Jul-2023,0.18,Actual,"Radix Innovation Capital, TEDCO",Seed Round,"The company raised $175,000 of seed funding from TEDCO, Radix Innovation Capital, and other undisclosed investors on July 14, 2023, putting the company's pre-money valuation at $3.23 million."
JuneBrain,265688-56,228826-72T,,0.26,Estimated,,Seed Round,"The company raised an estimated $259,999 of Seed-2 funding on an undisclosed date, putting the company's pre-money valuation at $2.24 million."
JuneBrain,265688-56,248181-58T,01-Jun-2023,,,MedTech Innovator,Accelerator/Incubator,"The company joined MedTech Innovator on June 1, 2023."
JuneBrain,265688-56,250445-89T,27-Dec-2023,0.60,Actual,"Ecphora Capital, Radix Innovation Capital",Seed Round,"The company raised $600,000 of seed funding from Radix Innovation Capital and Ecphora Capital on December 27, 2023, putting the company's pre-money valuation at $6 million."
JuneBrain,265688-56,250448-41T,23-Aug-2023,0.20,Actual,National Science Foundation,Grant,"The company received $200,000 of grant funding from National Science Foundation on August 23, 2023."
JuneBrain,265688-56,260143-66T,01-Jan-2023,,,Johns Hopkins Technology Ventures,Accelerator/Incubator,The company joined Johns Hopkins Technology Ventures in 2023.
JuneBrain,265688-56,271607-14T,06-Sep-2024,0.30,Actual,Medical Device Innovation Consortium,Grant,"The company received $300,000 of grant funding from Medical Device Innovation Consortium on September 6, 2024."
JuneBrain,265688-56,274146-58T,10-Sep-2024,0.20,Actual,"Exit Quotient Ventures, Pointe Angels, TEDCO (Jean-Luc Park)",Later Stage VC,"The company raised $200,000 of venture funding from TEDCO on September 10, 2024. Pointe Angels and Exit Quotient Ventures also participated in this round"
Kaalmi,590351-77,254764-72T,01-Jan-2023,0.01,Estimated,TERP Startup Laboratory,Accelerator/Incubator,"The company joined TERP Startup Laboratory as part of the Accelerator 2023 Cohort in 2023 and received $5,000 in funding."
Kaalmi,590351-77,270030-79T,19-Aug-2024,,,,Out of Business,"The company is no longer actively in business as of August 19, 2024."
kloudtrack,99144-73,131922-91T,04-Jun-2011,,,Chesapeake Innovation Center,Accelerator/Incubator,"The company joined Chesapeake Innovation Center on June 4, 2011."
kloudtrack,99144-73,253813-96T,01-Aug-2023,,,,Secondary Transaction - Private,Chesapeake Innovation Center sold a stake in the company to an undisclosed buyer in approximately August 2023.
Knope,267326-74,118761-31T,06-May-2019,0.01,Actual,Target Incubator,Accelerator/Incubator,"The company joined Target Incubator on May 6, 2019 and received $10,000 in funding."
Knope,267326-74,118770-94T,18-Jul-2017,,,Halcyon Incubator,Accelerator/Incubator,"The company joined Halcyon Incubator as a part of Cohort 7 on July 18, 2017."
Knope,267326-74,118771-30T,07-Mar-2018,0.06,Actual,"The Vinetta Project, Toyota MOI",Grant,"The company received $55,000 of grant funding from The Vinetta Project and Toyota MOI on March 7, 2018."
Knope,267326-74,118771-48T,18-Mar-2019,0.03,Actual,HERImpact DC,Grant,"The company received $25,000 of grant funding from HERImpact DC on March 18, 2019."
Knope,267326-74,118821-43T,25-Jan-2018,,,George Washington University Endowment,Seed Round,"The company raised an undisclosed amount of seed funding from George Washington University Endowment on January 25, 2018."
Knope,267326-74,250193-08T,01-Jan-2022,,,Target Accelerator,Accelerator/Incubator,The company joined Target Accelerator Program in 2022. No equity or funding was exchanged as a result of this program.
Knope,267326-74,250195-15T,05-Oct-2023,0.10,Actual,Virginia Innovation Partnership (Angela Costello),Grant,"The company received $100,000 of grant funding from Virginia Innovation Partnership on October 5, 2023. The funds will be used to advance its offering into a commercialized product in preparation for manufacturing."
Knope,267326-74,251619-22T,08-Feb-2024,0.02,Actual,Lighthouse Labs (Richmond),Accelerator/Incubator,"The company joined Lighthouse Labs as a part of the Spring 2024 Accelerator program on February 8, 2024 and received $20,000 in funding in the form of grant."
Knope,267326-74,268107-04T,,,,Future Founders,Accelerator/Incubator,The company joined Future Founders on an undisclosed date. No equity or funding was exchanged as a result of this program.
Knope,267326-74,274180-15T,26-Jul-2023,,,MassChallenge,Accelerator/Incubator,"The company joined MassChallenge as part of the 2023 U.S. Early Stage Accelerator cohort on July 26, 2023. No equity or funding was exchanged as a result of this program."
Kubanda Cryotherapy,267540-22,119123-92T,01-Jan-2019,0.02,Actual,VentureWell,Accelerator/Incubator,"The company received $20,000 in funding from VentureWell in 2019."
Kubanda Cryotherapy,267540-22,119124-10T,11-Apr-2019,0.03,Actual,Johns Hopkins Technology Ventures,Grant,"The company won the first-place prize in the Bisciotti Student Prize competition organized by Johns Hopkins Technology Ventures, and received a funding of $30,000 on April 11, 2019."
Kubanda Cryotherapy,267540-22,119127-88T,01-Jan-2018,0.01,Actual,VentureWell,Accelerator/Incubator,"The company received $5,000 in funding from VentureWell in 2018."
Kubanda Cryotherapy,267540-22,169691-68T,31-Mar-2021,0.10,Actual,,Angel (individual),"The company raised $100,000 of angel funding from undisclosed investors on March 31, 2021. Of the total funding, an undisclosed amount was raised in the form of SAFE note and subsequently got converted into equity."
